0.9735,0.0029
0.9824,0.0023
0.8246,0.0202
0.8416,0.0178
0.8452,0.0169
0.6872,0.0306
0.9384,0.0065
0.8823,0.0135
0.7166,0.0306
0.8008,0.0224
0.8525,0.1475
